,Unnamed: 0,name,wm_ID,rating,num_of_rating,price,brand,connection,type,battery,microphone,noise,water,weight,impedance,frequency response,sensitivity,UPC,manufacturerID,HeadphoneStyle,Wireless,HeadphoneType
0,0,Walkers Razor Flat Dark Earth American Flag,,4.4,7,47.99,the,0,,,1.0,reduct,,,,,23db,,23.0,,Y,over
1,1,Apple AirPods Pro,577856461.0,4.6,2245,219.0,active,1,in,24.0,,cancel,resist,,,,,,1.0,in,Y,in
2,2,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12,35.99,perfect,0,,,1.0,reduct,,550g,,20hz,3db,,50.0,,N,
3,3,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",586219737.0,4.6,86,28.99,why,1,,6.0,1.0,,proof,lightweight,,,,,4.0,,Y,
4,4,Apple AirPods with Wireless Charging Case (Latest Model),574839612.0,4.7,1553,159.99,the,0,,,,,,,,,,,1.0,,N,
5,5,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",585374518.0,3.7,10,279.0,bose,0,,6.0,1.0,cancel,,,,,,,11.0,in,Y,in
6,6,JLab Audio Go Air True Wireless Earbuds + Charging Case,578692343.0,4.0,905,29.88,go,0,in,,1.0,,,,,,,,20.0,in,Y,
7,7,"Bose QuietComfort 35 Wireless Noise Cancelling Headphones II, Black",565712921.0,4.6,238,199.0,turn,0,,20.0,1.0,cancel,,lightweight,,,,,35.0,over,Y,over
8,8,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,575563048.0,4.7,235,379.0,turn,0,,20.0,1.0,cancel,,lightweight,,,,,700.0,over,Y,over
9,9,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,571298612.0,4.1,127,229.99,beats,0,on,40.0,1.0,cancel,,9.17 oz,,,,,3.0,over,Y,on
10,10,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,575563048.0,4.7,235,379.0,turn,0,,20.0,1.0,cancel,,lightweight,,,,,700.0,over,Y,over
11,11,COWIN E7 Active Noise Cancelling Headphones Bluetooth Headphones with Mic Deep Bass Wireless Headphones Over Ear,,4.7,12278,59.99,the,0,over,30.0,1.0,cancel,,lightweight,,20hz,85db,,7.0,,Y,over
12,12,Life Note TWS In Ear Headphones (A3908-White),575873330.0,4.1,41,49.0,anker,1,in,7.0,1.0,cancel,proof,,,,,,2.0,,Y,in
13,13,"onn. True Wireless Earphones, Black",578595654.0,4.3,156,14.6,jam,1,,12.0,1.0,,proof,,,,,,4.0,in,Y,on
14,14,Skullcandy Cassette Wireless BT On-Ear Headphone with Mic in Black,575963796.0,4.3,132,29.88,skullcandy,0,on,22.0,1.0,,,,,,,,22.0,on,Y,on
15,15,Mini Wireless Earbuds Bluetooth 5.0 Earpiece Headphone - Noise Cancelling Sweatproof Headset with Microphone Built-in Mic and Portable Charging Case for iPhone Samsung Smartphones,,4.0,473,25.99,why,0,,120.0,1.0,,,5.0g,,,,,7.0,,Y,in
16,16,"onn. On-Ear Headphones, Black",578486279.0,4.2,173,9.88,jam,0,on,,,,,lightweight,,,,,3.0,on,N,over
17,17,"Google Pixel Buds, Clearly White",581323336.0,3.9,61,179.0,with,0,,,1.0,,,,,,,,1.0,,Y,
18,18,Bose SoundSport Free True Wireless Earbuds - Black,565712930.0,4.4,396,199.0,bose,1,in,10.0,1.0,,resist,lightweight,,,,,10.0,,Y,in
19,19,Sony WH-CH510 Wireless On-Ear Headphones with Mic- Black,575975730.0,3.8,78,49.88,get,0,,35.0,1.0,,,4.66 oz,,,,,510.0,,Y,on
20,20,Skull Candy Jib Bluetooth Black,558246137.0,3.3,203,9.99,skullcandy,0,in,,1.0,,,,,,,,2.0,,Y,in
21,21,Skullcandy Jib Plus Bluetooth Wireless In Ear Earbuds in Black,575711966.0,3.5,99,15.99,earbud,0,,,,,,,,,,,,in,Y,in
22,22,Wireless Bluetooth 5.0 Earbuds IPX7 Waterproof Headphones Noise Canceling Earphones Wireless in-Ear Earpiece 35H Playtime HiFi 3D Stereo Sound Headset Built-in Mic & Charging Case for Work Sports,,4.1,83,21.99,true,1,in,6.0,1.0,cancel,proof,lightweight,,,,,8.0,,Y,in
23,24,Bluetooth 5.0 Wireless Stereo Earbuds Headphones Noise Cancelling with Built-in Mic and Charging Case Hands-free Calling Sweatproof In-Ear Headset Earphone Earpiece for iPhone/Android Smart Phones,,3.9,480,24.99,why,1,on,6.0,1.0,cancel,proof,5 g,,,,,10.0,,Y,in
24,25,"Wireless Bluetooth Earbuds, TWS+ Bluetooth 5.0 Sport Earbuds, Professional Wireless Sport Earphones 25 hours Playing Time, Waterproof In-Ear One-button Control Earpiece for Gym Running Workout, Q5845",,4.4,119,29.89,2021,1,in,8.0,1.0,isolate,proof,,,,,,2021.0,,Y,in
25,26,Bluetooth Rechargeable Over Ear Headset Foldable Wireless Wired Headphones with Memory Card Slot Built-In FM Tuner Microphone Audio Cable for Phone TV Computer MP3 Player,,3.8,323,17.95,live,0,on,,1.0,,,lightweight,,,,,6.0,,Y,on
26,27,"Contixo Kid Safe 85dB On Ear Foldable Wireless Bluetooth Headphone w/ Volume Limiter, Built-in Micro Phone, Micro SD card Music Player, FM Stereo Radio, Audio Input & Output (Blue + Yellow)",565634987.0,3.9,139,24.99,features,0,on,180.0,1.0,isolate,,lightweight,,,85db,,85.0,,N,over
27,28,"Koss 192980 Ur20 Full-size, Over-the-ear Headphones",551388050.0,4.4,552,16.78,enjoy,0,,,1.0,isolate,,,2 ohms,,,,20.0,,Y,over
28,29,Beats Solo3 Wireless On-Ear Headphones - Beats Club Collection - Club Navy,,4.1,10,159.0,beats,0,on,40.0,1.0,,,,,,,,3.0,,Y,on
29,30,Skull Candy Jib Bluetooth Black,558246137.0,3.3,203,9.99,skullcandy,0,in,,1.0,,,,,,,,2.0,,Y,in
30,31,Skullcandy Jib Plus Bluetooth Wireless In Ear Earbuds in Black,575711966.0,3.5,99,15.99,earbud,0,,,,,,,,,,,,in,Y,in
31,32,KOSS 191867 UR10 Headphones,551922032.0,4.3,186,10.76,the,0,,,,,,lightweight,,60 hz,94db,,60.0,,N,over
32,33,"onn. Wireless Sport Earphone, Black",578486281.0,4.0,112,19.88,jam,1,,10.0,1.0,,resist,,,,,,10.0,in,Y,
33,34,"Kids Headphones, Vogek 2 in 1 Cat / Rabbit Wired On-Ear Headphones Headsets with 85dB Volume Limited, Children Headphones for Kids-Pink",,4.3,42,17.95,kids,0,on,,,,,lightweight,,20khz,85db,,2.0,,Y,over
34,35,Skullcandy S2DUYK-630 JIB In-Ear Earbuds With Microphone (Pink),564871460.0,4.2,381,5.99,looking,0,in,,1.0,isolate,,,,,,,2.0,,Y,in
35,36,3.5mm Headphones In Ear EarBuds Universal Stereo Headset Earphone for Cell Phone IPhone 6 6S 5S SE 5 Samsung Galaxy A10e A20 A50 J3 J5 S10 S10e S9 S8 LG Stylo 4 By Insten,,4.1,43,5.99,package,0,in,,,,,,,,,,3.0,in,Y,in
36,37,L21 Bluetooth 5.0 Headset TWS Wireless Earphones Stereo Mini Earbuds Headphones with Charging Box,,4.8,17,11.99,please,0,in,,1.0,reduct,proof,,,,,,10.0,in,N,
37,38,Soundcore Life U2 Wireless Headphones,578593784.0,4.4,38,39.88,24,1,,24.0,1.0,reduct,proof,lightweight,,,,,24.0,,Y,
38,39,"Bluetooth Wireless Earbuds, Update Bluetooth 5.0 Wireless Headphones with Built-in Mic and Charging Case, Hands-free Calling Sweatproof In-Ear Headset Earphone Earpiece for iPhone/Android Smart Phones",,4.0,176,24.99,tws,1,in,24.0,1.0,cancel,proof,6g,,,,,2.0,in,Y,in
39,40,"Bose Sport Earbuds – True Wireless Bluetooth Audio Earbuds, Black",585374521.0,5.0,1,179.0,bose,0,,,1.0,,,,,,,,5.0,in,Y,in
40,41,"Black Friday Clearance!!!Wireless Earbuds, Upgraded Noise Cancelling Bluetooth Earbuds with 3D Stereo Sound Mini In-Ear Sports Earphones Car Headset with Mic(Black)",,4.0,2,19.58,enjoy,0,in,6.0,1.0,,,0.13 oz,,,,,580.0,,N,
41,42,"AirPods Magnetic Ear Strap, GMYLE Anti-Lost Silicone Cord Outdoor Sports Aid String Rope Cable Wirelss Earbuds Accessories Compatible for AirPods 1 / AirPods 2 / AirPods Pro (Navy Blue)",,5.0,2,5.98,are,0,,,,,,lightweight,,,,,100.0,,N,
42,43,"Turtle Beach Recon 70 Gaming Headset for Xbox One and Xbox Series X, PS4, PC, Mobile (White)",573928403.0,4.2,364,39.95,built,0,over,,1.0,isolate,,70 g,,,,,70.0,over,Y,over
43,44,"Turtle Beach Recon 70 Gaming Headset for Xbox One and Xbox Series X, PS4, PC, Mobile (Black)",573928404.0,4.2,364,39.95,enjoy,0,on,,1.0,,,,,20hz,,,40.0,over,N,over
44,46,L.O.L. Surprise! Kid Safe Headphones,568137489.0,1.7,6,15.87,jam,0,,,,isolate,,,,,,,3.0,,Y,over
45,47,"Wireless Bluetooth 5.0 Earbuds, SEGMART True Wireless Earbuds with Stereo Hi-Fi Sound, Sweatproof In-Ear Headset Wireless Earphone with Charging Case for iPhone/Android, One-Step Pairing, I8450",,4.6,56,29.99,2021,1,in,24.0,1.0,isolate,proof,,,,,,2021.0,,Y,in
46,48,"Wireless Bluetooth 5.0 Earbuds with Microphone, Wireless Sweatproof Sports Headphones Earphone with HD Stereo, In-Ear One-button Control Earpiece for Gym Running Workout",,4.9,20,38.99,wireless,1,in,8.0,1.0,cancel,proof,3kg,,20hz,2db,,5.0,,N,
47,49,"Bluetooth Headset, LUXMO Wireless Bluetooth 5.0 Earpice for Cellphone, In ear Bluetooth Earphone Hands Free Earbuds With Noise Cancelling Mic for iPhone Android All Smart Cell Phone",,4.4,9,17.99,product,0,,7.0,1.0,reduct,,0.35oz,,,,,5.0,,N,in
48,50,"3.5mm Headphones, In-Ear EarBuds for Apple iPhone 6 6S 5S 5 SE 4S 4 3Gs iPod Touch 6th 5th 4th 3rd Generation iPad Laptop PC MP3 MP4 In Ear White Headphone Headset EarbudS EAR BUDS",,3.6,11,9.49,ergonomic,1,in,,1.0,,resist,,,,,,3.0,in,N,in
49,51,"Bluetooth Headphones Over Ear, LUXMO Wireless Noise Cancelling Headphones Foldable Stereo Headset with Mic, Rechargeable Headphones Handsfree Headphones for PC, Laptops and Smartphones",,3.4,5,20.99,product,0,over,12.0,1.0,,,6.9oz,,20hz,,,40.0,over,Y,over
50,52,"Anker Soundcore Life Q10 Wireless Bluetooth Headphones, Over Ear and Foldable, Hi-Res Certified Sound, 60-Hour Playtime and Fast USB-C Charging, Deep Bass, Aux Input",,5.0,1,39.99,foldable,0,over,60.0,1.0,cancel,,,,16 hz,95db,,3.0,over,N,
51,53,LG TONE PRO HBS-780 Bluetooth Stereo Headset - Matte Blue,,2.9,236,59.99,lg,0,,,1.0,,,lightweight,,,,,780.0,,Y,
52,54,"Apple Ear-Pods In-Ear Earbuds with Remote, Mic and Lightning Connector Earbud Headphones, White (New Open Box)",,4.4,8,15.55,apple,0,in,,1.0,,,,,,,,,,Y,in
53,55,2-PACK Afflux Universal Bluetooth 4.0 Wireless Stereo Headset Sports Earphones In-Ear Earbuds Magnet Attraction Headphones with Mic for Cellphone Tablet iPhone 7 8 X XS Samsung Galaxy S8 S9 Note 8 9,,2.9,51,9.99,wireless,0,,6.0,1.0,,,0.42oz,,,,,4.0,in,Y,in
54,56,3.5mm Pro LED Light Gaming Headset Surround Stereo Headband Headphone USB with Mic,,3.0,2,18.78,features,0,,,1.0,reduct,,,,20000hz,36db,,100.0,,Y,over
55,57,Sony MDRE9LP/BLU Earbud Headphones,,3.5,83,6.0,sony,0,,,,,,,,,,,9.0,,Y,in
56,58,WS-858 Wireless Handheld Microphone USB KTV Player Bluetooth Record Music Suitable for iOS Android iPad,,1.0,1,14.99,features,0,,6.0,1.0,reduct,,,,100hz,115 db,,1.0,,N,
57,59,Wireless Cat Ear Headphones Bluetooth Headset LED Lights Earphone for Kids Adults,,5.0,3,25.98,wireless,0,,,,,,lightweight,,,5 db,,100.0,over,N,
58,60,"Gaming Headset Headphones for PS4, PC, Xbox One Controller Laptop Mac, Wired Stereo Noise Cancelling Headphones with Mic, Bass Surround, Soft Memory Earmuffs",,5.0,1,10.38,gaming,0,in,,1.0,cancel,,,,,,,4.0,,N,over
59,61,"EEEKit Bone Conduction Headphones with Bluetooth 5.0, Open-Ear Wireless Headset Lightweight Sports Earphones with Mic, Waterproof IPX5, for Running, Cycling, Jogging, Black",,2.0,3,15.97,30,1,,8.0,1.0,reduct,proof,30 g,,,,,30.0,,Y,
60,62,Type C To 3.5mm Earphone Adapter for Xiaomi Audio Cable Headphone Charging Cable USB-C Converter,,1.6,16,6.99,usb,0,,,1.0,,,30 g,,,,,3.0,,N,on
61,63,"2020 Newest Version Bluetooth Earbuds In-Ear Wireless Headset 4.1, One Step Pairing iPhone Android All Smart Phones, Ergonomic Stereo Earplug Earbuds w/Mic for Cell Phones/Tablet/PC, T9, Purple, S9489",,2.7,24,19.99,segmart,0,in,6.0,1.0,cancel,,0.16oz,,,,,2020.0,,N,
62,64,"Ryan's World Bluetooth Kids Headphones with Microphone, Volume Limiting",,4.4,5,29.99,the,0,over,30.0,1.0,,,,,,,,30.0,,Y,over
63,65,Jvc® Jvc® Gumy® Plus Earbuds With Remote & Microphone (black),551233536.0,4.0,85,13.16,rock,0,,,1.0,isolate,,,,,,,6.0,,Y,in
64,66,CableVantage New 5 in 1 Hi-Fi Wireless Headset Headphone Earphone for TV DVD MP3 PC Black,,2.8,18,13.99,features,0,,,,,,,,,,,8.0,,Y,on
65,67,Jabra Elite 65t True Wireless Earbuds,,3.8,29,79.98,engineered,0,,15.0,1.0,reduct,,,,,,,65.0,,Y,in
66,68,"Audio-Technica ATH M50x Professional Monitor Headphones, Available in Multiple Colors",554873498.0,4.8,177,149.0,as,0,,,,isolate,,,,,,,50.0,,Y,over
67,69,"Sony MDR-RF912RK Over-Ear Wireless Radio Frequency Stereo TV Headphone System with 40mm Drivers, Noise Reduction and Long Wireless Range, Black (New Open Box)",,3.3,12,34.95,sony,0,over,13.0,1.0,reduct,,,,,,,912.0,over,Y,on
68,70,"Stereo Gaming Headset for PS4, Xbox One, PC, Noise Cancelling Over Ear Headphones with Mic, Bass Surround, Soft Memory Earmuffs for Laptop Mac Nintendo Switch Games Phone",,3.2,202,12.98,eeekit,0,,24.0,1.0,cancel,,,2ohms,20 hz,58db,,4.0,,N,
69,71,Klipsch T5 True Wireless - True wireless earphones with mic - in-ear - Bluetooth - noise isolating - black,,3.4,9,59.99,klipsch,1,in,8.0,1.0,isolate,resist,,,,,,5.0,,Y,in
70,72,Apple EarPods with Remote and Mic MD827LLA OEM Genuine Brand New,,2.5,13,13.0,designed,0,,,1.0,cancel,,,,,,,827.0,,Y,in
71,73,Great Gift Idea! Total Wireless Universal Bluetooth EarBuds w/ Charging Case - Stereo Sync - Secure Fit - Sweatproof -,,2.9,128,14.88,the,0,,100.0,,,,4 g,,,,,5.0,,Y,in
72,74,"Avantree Long Cord Headphones for TV PC, 12ft / 3.5mm Extension Cable Earbuds Earphones, 3.5mm Audio Output, Metal Stereo In-ear Wired Bass Headset with Spring Coil Wire - HF027",,3.8,17,17.99,avantree,0,,,,isolate,,lightweight,,,,,27.0,,Y,in
73,75,Sony MDR-ZX110NC Noise-Canceling Stereo Headphones,554212419.0,3.9,262,38.0,enhance,0,,80.0,,cancel,,,5 ohms,000hz,,,110.0,on,Y,over
74,76,"iClever Kids Headphones - Wired Headphones for Kids, Adjustable Headband, Stereo Sound, Foldable",,3.0,2,16.99,adopted,0,,,,,,,,,94db,,94.0,,N,over
75,77,"Bluetooth 4.2 Bass，Mini True Wireless Headphones, Sports Wireless nvisible In-ea Earbuds Earphones, Built-in Microphone for iPhone, Samsung, Android Phone",,2.3,19,15.69,description,0,,,1.0,,,,,,,,300.0,,N,in
76,78,Panasonic® Hv096 Earbuds,552094172.0,4.2,31,7.42,this,0,,,,,,0.08 lb,,20hz,104db,,96.0,,Y,in
77,79,eKids JoJo Siwa - Headphones - full size - wired - 3.5 mm jack,,3.5,4,19.97,ekids,0,,,1.0,,,,,,,,3.0,,Y,over
78,80,"Noise Cancelling Bluetooth Headphones V5.0 Wireless Wired Over Ear Headphones Stereo Folding Adjustable Headsets Rechargeable with Microphone, Black/Black & Red",,3.4,5,15.97,30,1,over,8.0,1.0,reduct,proof,32g,,,,,30.0,over,N,over
79,81,Maxell 190319 Over Ear Headphones,,3.5,18,5.94,maxell,0,,,,,,lightweight,,,,,190319.0,,N,over
80,82,Meidong E7B Active Noise Cancelling Headphones Bluetooth Wireless Headphones with Microphone Over Ear 30H Playtime Deep Bass Hi-Fi Stereo Headset (Newer Model),,4.5,82,48.99,meidong,0,in,30.0,1.0,cancel,,lightweight,,40 khz,103db,,7.0,,N,on
81,83,"Wireless Earbuds,Bluetooth 5.0 True Bluetooth Ear Buds Earphone with Charging Case, Hands-free Calling Sweatproof In-Ear Headset Earpiece Headphone for iPhone/Android Smart Phones",,4.2,13,25.99,hd,0,in,6.0,1.0,,,4g,,,,,5.0,in,Y,in
82,84,Wireless Earbuds Headset Bluetooth 5.0 Headphones IPX5 Waterproof in-Ear Sport Earphones with Mic for Running Gym Workout Black,582938171.0,4.3,38,29.99,product,1,in,120.0,1.0,,resist,lightweight,,,,,5.0,,N,
83,85,"INSMA Mini Wireless Earbuds, TWS bluebooth 5.0 Headphones Bass Twins Stereo In-Ear Earphone Built-in Mic for iPhone & for Samsung Android Smart Phones",,3.8,66,24.98,true,1,in,6.0,1.0,reduct,proof,,,,,,5.0,in,N,in
84,86,Jojo Siwa Fashion Headphones,564030163.0,3.0,17,25.99,jojo,0,,,1.0,,,,,,,,3.0,,Y,over
85,87,JBL LIVE 300TWS - True wireless earphones with mic - in-ear - Bluetooth - white gloss,,4.5,78,99.95,jbl,1,,6.0,1.0,,resist,,,,,,300.0,,Y,
86,88,"Bluetooth Headphones Over Ear, EEEKit Wireless Foldable Earphones Noise Cancelling Stereo Headphones with Flashing LED Lights Adjustable Sport Headsets for Men Women Kids",,4.1,9,19.97,30,0,,,,,,1g,,,,,30.0,,N,over
87,89,THIS ITEM IS OWNED BY DMG ELECTRONICS INDIGI ARE HACKERS DONT BUY FROM THEM!,,3.3,12,27.98,the,0,,,,,,,,,,,3.0,in,Y,
88,90,"Upgraded Bluetooth Headphones Over Ear, SEGMART Upgraded Hi-Fi Stereo Wireless Headset, Foldable Wired/Wireless/TV Bluetooth 3.0 Wireless Earphones for Travel/Work/Cellphone, S6042",,5.0,2,20.99,are,0,in,250.0,1.0,,,5.82oz,,,,,40.0,over,N,over
89,91,V8 Business Bluetooth Headset V4.1 Handsfree with Microphone Car High-end Ultra Long Standby Wireless Earphone,,3.7,3,9.45,please,0,in,8.0,1.0,cancel,,2.4 g,,,,,10.0,,N,
90,92,Bluetooth Earbuds 5.0 Wireless Earphones TWS Stereo Sports Headphones Waterproof IPX7 Headset with Charging Case Black,,3.1,69,15.33,bluetooth,1,,240.0,1.0,reduct,proof,lightweight,,,,,5.0,,Y,in
91,93,IFROGZ EarPollution Plugz with Mic - Silver,556563742.0,3.8,56,10.99,the,0,,,1.0,,,,,,,,9.0,,Y,in
92,94,Mpow Wireless Bluetooth 4.1 Headset Headphones with Clear Voice Capture Technology for iPhone Samsung Galaxy and Other Cellphones (Black),,4.1,113,24.99,bullet,0,,6.0,,,,1.8oz,,,,,180.0,,Y,in
93,95,Wireless Bluetooth Music Warm Beanie Hat Wireless Smart Cap Headset Headphone Speaker Mic,,1.0,1,10.95,description,0,,,,,,,,20khz,,,10.0,,N,
94,96,Beats Studio - Headphones with mic - full size - Bluetooth - wireless - active noise canceling - matte black,,2.3,3,139.0,beats,0,,20.0,1.0,cancel,,,,,,,20.0,,Y,on
95,97,Wired Earphones for Samsung Galaxy A71/A50/A20/A10e/A01/A11/A21 - Hands-free Headphones Headset w Mic Earbuds Earpieces OEM J4Z,,3.7,9,13.42,wired,0,,,1.0,isolate,,1g,,,,,71.0,,N,in
96,98,"LilGadgets Connect+ PRO Premium Children's Wired Headphones with SharePort - Assorted Colors (Kids, Toddlers, Boys, Girls)",,4.9,27,26.95,the,0,,,1.0,,,,,,93db,,3.0,,N,
97,99,"Wireless Earbuds, EEEKit TWS V5.0 Wireless True Bluetooth Earbuds Mini Portable Sweat-Proof Sports Twins Earphones Stereo Bass Headset with Charging Case, Black",,3.6,145,18.42,30,0,on,120.0,1.0,cancel,,,,,,,30.0,,Y,in
98,100,JVC HARX500 - White/Gray Full-Size Headphones,563194816.0,4.4,163,25.27,jvc,0,,,,,,,,,,,500.0,,Y,over
99,101,Boltune True Wireless earbuds Bluetooth V5.0 Headphones 40 Hours play time SB25,,5.0,6,36.95,wireless,1,in,40.0,1.0,,proof,,,,,,5.0,in,N,
100,102,TWS 5D 5.0 Earbuds Earphones True Wireless Headphones In-Ear Mini Twins Stereo Headsets Sport Headphones,,5.0,2,13.38,package,0,,120.0,,,,,,20hz,98 db,,2.0,,Y,in
101,103,Wireless Gaming Headset Headphones With Microphone For PC/Phone For PUBG,,5.0,1,26.99,wireless,0,,,1.0,,,,2 ohms,000hz,105db,,1.0,,N,on
102,104,"Sony Outdoor Activity Style Sports Lightweight Neckband Earbuds Bluetooth Wireless In-Ear Earbud Headphone with Built-In Microphone, Black (New Open Box)",,3.0,4,34.95,sony,0,in,8.5,1.0,,,lightweight,,,,,20.0,in,Y,in
103,105,Pillow Ear Pads Cushion For Sony MDR-RF985R RF985R Headphone Replacement Earpads,,3.7,47,7.97,package,0,,,,,,0.6oz,,,,,1.0,,Y,over
104,106,"Bluetooth Headset, Car Wireless Bluetooth Earpiece, In-Ear Bluetooth Earbuds with Noise Cancellation Mic, Hands-Free Earphones for iPhone and Android, for Driving/Business/Office, I6174",,3.9,34,19.99,new,0,in,6.0,1.0,cancel,,5 g,,,,,280.0,,Y,in
105,108,TWS Wireless Bluetooth 5.0 Headset Duo Earbuds Earphone with Charging Case Universal Compatible for iPhone Android Smartphones,,2.5,163,19.98,the,0,,100.0,,,,lightweight,,,,,5.0,,Y,in
106,109,"elago AirPods Ear Hook Designed for Apple Airpods 1 & 2 [ White ] - AirPods EarHook hold your AirPods securely. Great for running, jogging and other fitness activities!",,3.2,11,9.88,introducing,0,,,,,,,,,,,30.0,,Y,in
107,110,"StealthBeats Bluetooth Wireless Headphones with Microphone [INVISIBLE EARPHONES] Running Earbuds with Dock Charger - Noise Cancelling, Mic and BASS Sound for iPhone & Android [TALK WALK & MORE]",,4.6,156,39.99,quality,0,,,,,,,,,,,25.0,,Y,in
108,111,"True Wireless Earbuds, TSV Bluetooth 5.0 Headphones with Charging Case, HiFi Stereo Deep Bass Sound Bluetooth Earphones in Ear, 12H Playtime, Noise Cancelling Headset Built in Mic for Sports Running",,3.5,2,36.97,wowparts,0,,150.0,1.0,reduct,,lightweight,,,,,30.0,,Y,in
109,112,"2-Pack FREEDOMTECH Earphones in Ear Headphones Earbuds with Microphone and Volume Control for iPhone, iPod, iPad, Samsung Galaxy, Xaiomi and Android Smartphone Tablet Laptop, 3.5mm Audio Plug Devices",,1.7,3,8.99,weightless,0,in,24.0,1.0,cancel,,,,20khz,,,3.0,in,Y,in
110,113,"Walker's Razor Slim Shooter Comm Quad Electronic Muff w/ Bluetooth, Black - GWP-RSEQM-BT",570421167.0,5.0,4,68.59,ultra,0,,,1.0,,,,,,,,22.0,,Y,on
111,114,Tascam TH-02 Closed Back Studio Headphones Black,571562792.0,4.4,17,29.0,the,0,,,,,,,,,,,2.0,,Y,over
112,115,"Pokemon Pikachu Kids Volume Limiting Headphones, Hassle Free Packaging",,4.2,5,19.99,the,0,over,,,,,,,,,,3.0,,N,
113,116,"Trolls World Tour DJ Trollex Kids Headphones, Glow in The Dark, Volume Limiting",,4.6,5,19.99,ekids,0,over,,,,,,,,,,3.0,over,N,over
114,117,Insten In-Ear Headphone Earbuds Earphones 3.5mm for MP3 MP4 Music Player Apple iPod Nano Classic Touch iPhone 6S 6 Plus 6+ Samsung Galaxy S7 S8 S9 S10 S10e Plus Edge iPad Mini 5 iPad Air 2019,,3.4,16,4.99,package,0,in,,,,,,,,,,1.0,,Y,in
115,118,190561 - EC150 Ear-Clip Headphones,543736.0,3.9,85,7.31,the,0,,,,,,,,16hz,96db,,32.0,,N,over
116,119,New OEM Samsung 3.5mm PREMIUM SOUND/ Stereo Earbud Headphones for Galaxy S6 S6 Edge S5 S4 Note Edge 4 3 2 EO-EG900BW (Bulk Packaging),,4.7,6,7.49,important,0,,,1.0,cancel,,,,,,,3.0,in,N,
117,120,TSV Replacement Ear Pads Cushion for boses QuietComfort QC15 QC25 QC35 Headphones,,4.0,8,9.97,product,0,,,,,,,,,,,2.0,,N,
118,121,"Mpow H7 Bluetooth Headphones Over Ear, Stereo Wireless Headset with Microphone & Comfortable Memory-Protein Earpads & 18 Hours Playtime & Wired and Wireless Headphones for Cellphone/Tablet Black",,4.5,21,29.99,bullet,0,in,15.0,1.0,,,,,,,,40.0,,Y,over
119,122,LG HBS830BLACK TONE Ultra Alpha Wireless In-Ear Headphones,,3.7,65,69.95,wireless,0,in,15.0,1.0,,,1.60 oz,,,,,5.0,,Y,in
120,124,J3 TV920 Listener Rechargeable Wireless Infrared Headphones for TV Listening System | Cordless Over Ear Headphone NEW,,3.4,5,39.95,j3,0,over,24.0,,cancel,,,,,,,3.0,,N,
121,125,Skullcandy Ink'd Plus Bluetooth Wireless In Ear Earbuds with Microphone (Cobalt Blue),575532596.0,3.6,130,38.97,featuring,0,,8.0,1.0,isolate,,lightweight,,,,,8.0,in,Y,in
122,126,"Red Stereo Gaming Headset for PS4, PC, Xbox One Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Memory Earmuffs for Laptop Mac Nintendo Switch Games",,4.7,3,24.99,each,0,on,,1.0,isolate,,2000 g,2ohms,20khz,,,2000.0,over,Y,over
123,127,"Bluetooth Headphones, EEEKit Cat Ear LED Light Up Wireless Foldable Headphones Over Ear with Aux Microphone and Volume Control Compatible with iPhone/iPad/Android/Laptop/PC",,1.0,1,22.97,30,0,on,7.0,1.0,,,,,,13db,,30.0,,N,
124,128,SONY MDR-XB950B1/L Blue Wireless Extra BassTM Headphones,564740255.0,3.6,289,178.0,feel,0,,18.0,1.0,,,,,,,,18.0,,Y,over
125,129,JBL JR 300BT Kids On-Ear Wireless Headphones with Safe Sound Technology (Pink),,4.3,270,44.95,jbl,0,on,,,,,,,,85db,,300.0,,Y,on
126,130,Thore iPhone Earphones (V60) Wired In Ear Lightning Earbuds (Apple MFi Certified) Headphones with Microphone/Remote for iPhone 11/Pro Max/Xr/Xs Max/X/8/7 - Red,,4.7,7,24.99,thore,0,,,1.0,isolate,,,,,,,60.0,in,N,
127,131,"Sony Fashion Earbud Headphones, MDREX15LP/W",552206665.0,3.0,127,7.9,get,0,,,,,,,,,,,9.0,,Y,in
128,132,Koss UR10 On-Ear Headphones,567217434.0,4.5,14,10.49,adjustable,0,on,,,,,lightweight,,,,,10.0,,Y,over
129,133,LG TONE Style HBS-SL5 Bluetooth Wireless Stereo Headset,579023222.0,3.9,144,96.99,the,0,,,1.0,,,lightweight,,,,,,,Y,
