name,brand,model,sku,price,rating,rating_amount,_connection_,_type_,_battery_,_microphone_,_noise_,_water_,_UPC_
Boompods Sportpods True Wireless Black - Black,Boompods,54206BCW,6432979,89.99,,,1,in,,0,isolate,,7.38517E+11
Sony - C400 Wireless Behind-the-Neck In Ear Headphones - Black,Sony,WIC400/B,6029019,69.99,3.9,1607,1,in,20,1,isolate,resist,
Audio-Technica - Audio Technica ATHAD700X Audiophile Headphones - Black,Audio-Technica,AUD ATHAD700X,6424132,119.99,,,0,,,0,isolate,,4.96131E+12
Audio-Technica - Audio Technica ATH-AWAS Closed-Back Wood Headphone - Cherry,Audio-Technica,AUD ATHAWAS,6424135,1399.99,,,0,,,1,isolate,,
Sony - WI-C600N Wireless Noise Cancelling In-Ear Headphones - Black,Sony,WIC600N/B,6339640,149.99,3.5,113,1,in,6.5,1,cancel,,
Spracht - ZUM ZUM350M Wired On-Ear Headphones - Black,Spracht,ZUM350M,6313689,24.99,3.7,3,0,on,,1,isolate,,
JBL - Under Armour Flash Sport True Wireless In-Ear Headphones - Black,JBL,UAJBLFLASHBLKAM,6391316,169.99,4.4,12,1,in,20,1,isolate,resist,
Master & Dynamic - MW65 Wireless Noise Cancelling Over-the-Ear Headphones - Black Leather/Gunmetal,Master & Dynamic,MW65G1,6348665,399.98,4.5,40,1,,24,1,cancel,,
Jabra - Elite 45h Wireless On-Ear Headphones - Titanium Black,Jabra,100-91800000-02,6417350,98.99,4.4,29,1,on,,1,cancel,resist,
JLab Audio - Neon Wired On-Ear Headphones - Black,JLab Audio,NEONHP-BLK-BOX,6350383,7.49,4.6,253,0,on,,1,isolate,,
Skullcandy - HESH 3 Wireless Over-the-Ear Headphones - Black,Skullcandy,S6HTW-K033,6089932,87.99,4.3,1701,1,,22,1,isolate,resist,
JLab Audio - In-Ear Wireless Headphones - Black,JLab Audio,EBEPICSPORT2RBLK42,6396197,49.99,4,35,1,in,20,1,cancel,resist,
Boompods - XR+ True Wireless In-Ear Headphones - Gray,Boompods,54207BCW,6432978,99.99,,,1,in,,0,isolate,,7.38517E+11
Trolls World Tour Wireless Over-the-Ear Headphones - Pink/Black,Trolls World Tour,TR-B50.FXV0M,6394769,29.99,4.6,70,1,,28,1,isolate,,
Skullcandy - Jib+ Wireless In-Ear Headphones - Black,Skullcandy,S2JPW-M003,6348343,15.99,4.1,456,1,in,6,1,isolate,resist,
KIDdesigns - eKids Trolls World Tour Glow in the Dark Wired Over the Ear Headphones - green,KIDdesigns,TR-140DJ.EXv0M,6423348,19.99,4.8,4,0,,,0,isolate,,92298946788
"BuddyPhones InFlight Purple, 3 step volume setting - PURPLE",BuddyPhones,24759VRP,6432433,29.99,5,1,0,on,,0,isolate,,7.86472E+11
Sennheiser - IE 80 S BT Wireless In-Ear Headphones - Black,Sennheiser,IE 80S BT WIRELESS,6383053,385.99,1,1,1,in,6,1,isolate,,
Audio-Technica - Art Monitor ATH-A990z Wired Over-the-Ear Headphones - Black,Audio-Technica,AUD ATHA990Z,6381799,219.99,5,2,0,,,0,isolate,,
JLab Audio - JBuds Pro Signature Wired Earbud Headphones - Black,JLab Audio,EPRORBLK123,6211312,9.99,4.3,938,0,in,,1,isolate,,
Sentry - BLW-HM962 Wired Over-the-Ear Headphones - Black/Green,Sentry,SENTRY-BLW-HM962,6356909,14.99,4.2,16,0,,,1,isolate,,
Ausounds - AU Stream True Wireless  Earbuds - White,Ausounds,AUS101-White,6434342,49.99,4.8,5,1,in,20,1,cancel,resist,
LG TONE FREE HBS-FN5W - BLACK - Black,LG,LGHBS-FN5W.ACUSBKI,6425231,109.99,4.6,21,1,in,,0,isolate,,8.15425E+11
JVC - HA FX38M-E Marshmallow Wired In-Ear Headphones - Blue,JVC,HAFX38MA,6264829,16.99,4.5,18,0,in,,1,isolate,,
"Bang & Olufsen - Beoplay E8 Sport, Black - Black",Bang & Olufsen,54086BCW,6428099,349.98,,,1,in,,0,isolate,,
MEE audio - X5 Wireless In-Ear Headphones - Black,MEE audio,EP-X5G2-GM,6353875,34.99,5,2,1,in,9,1,isolate,resist,
eKids - Marvel Spider-Man Homecoming 2 Wireless On-Ear Headphones - Black/Red,eKids,SM-B50.FXV9M,6351560,29.99,4.6,887,1,on,30,1,isolate,,
Bose - SoundLink Wireless Around-Ear Headphones II - Black,Bose,741158-0010,4331863,159,4.7,4010,1,,15,1,cancel,resist,
Bowers & Wilkins - PX7 Wireless Noise Cancelling Over-the-Ear Headphones - Space Gray,Bowers & Wilkins,PX7 SPACE GREY,6373918,399.99,4.5,100,1,,30,1,cancel,,
Audio-Technica - ATH SR50BT Wireless Over-the-Ear Headphones - Gray Brown,Audio-Technica,AUD ATHSR50BTBW,6353025,199.99,4,1,1,,25,1,isolate,,
Bang & Olufsen - Beoplay E8 2.0 True Wireless In-Ear Headphones - Black,Bang & Olufsen,52000BBR,6332554,252.99,3.6,49,1,in,,1,isolate,,
Beats by Dr. Dre - Powerbeats High-Performance Wireless Earphones - Black,Beats by Dr. Dre,MWNV2LL/A,6397373,129.99,4.4,392,1,in,15,1,isolate,resist,
LG - TONE Flex HBS-XL7 Wireless In-Ear Headphones - Black,LG,LG HBS-XL7,6382466,149.99,4.3,129,1,in,10,1,isolate,,
