name,ne_ID,rating,num_of_rating,price,about,feat_labels,feat_values
1MORE Piston Fit In-Ear Headphones (Earphones/Earbuds) with Apple iOS and Android Compatible Microphone and Remote (Teal),9SIAD815TX0821, , ,10.49,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Frequency Response ', 'Connector ', 'Features ', 'Date First Available ']","['1MORE', 'E1009-TL', 'In-Ear', 'Teal', '20Hz–20KHz', '3.5mm', ""Ergonomic Version Of Our Award-Winning Piston Classic -oblique angled ear fittings naturally match your ear canals. 3 sets of included ear tip sizes ensure a proper fit for all. They're more comfortable and less likely to fall out, freeing you to enjoy your musicRetro Meets Modern Design-iPhone matched colors on an aluminum alloy body merges a timeless esthetic with your current deviceDynamic Driver-dual layer composite driver with aerospace grade titanium delivers sizzling highs, present mids, and powerful bassTuned By A Grammy Winning Sound Engineer-1MORE collaborated with internationally acclaimed sound engineer Luca Bignardi to perfect the final tuning to deliver a precise representation of your favorite artist's intended soundSuperior MEMS Microphone -in-line microphone conveniently located allows you to take calls without cross-talk or background static"", 'February 01, 2019']"
TWS Bluetooth Earphone Wireless Sport Earbuds BT 5.0 Ergonomic Design In-Ear Earset with Charging Bin,9SIAK21AMP3324,24%,560,33.99,,"['Type ', 'Color ', 'Ear Coupling ', 'Noise Cancelling ', 'Wireless Type ', 'Compatibility ', 'Option ', 'Date First Available ']","['Headset', 'Black', 'Binaural', 'Yes', 'Bluetooth', 'Universal', 'N/A', 'December 02, 2019']"
KOSS UR/10 3.5mm Connector On-Ear Lightweight Headband Headphone,9SIAFJ88SS2877,78%,"1,687",10.00,,"['Brand ', 'Model ', 'Type ', 'Frequency Response ', 'Input Impedance ', 'Sensitivity ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Weight ', 'Features ', 'Date First Available ']","['KOSS', 'UR/10', 'Stereo', '60Hz-20KHz', '32 ohms', '94dB SPL', '3.5mm', 'On-Ear', '4 feet', '0.6', 'Adjustable headband allows for secure fit for any ageLightweight design without sacrificing the Sound of KossDeep bass production coupled with a wide frequency response', 'January 30, 2019']"
"COWIN E8 [Upgraded] Active Noise Cancelling Wireless Headphones w/ Bluetooth, Microphone, Hi-Fi Deep Bass, and 20 Hour Playtime",9SIAHP28NX5286,85%,233,159.99,,"['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Connector ', 'Cord Length ', 'Weight ', 'Noise Cancelling ', 'Wireless Type ', 'Compatibility ', 'Features ', 'Option ', 'Date First Available ']","['COWIN', 'Upgrader Series', 'COWIN E8', 'Noise Cancelling', 'Bordeaux/Rose', '3.5mm/ USB', '< 3.0 feet', '0.95lb', 'Active', 'Bluetooth', 'Universal', 'Noise Cancellation, Wireless, Built-in Microphones, Comfortable Over-ear, Hi-Fi stereo, Deep Bass, Lightweight, 20 Hours Playtime, Travel on the plane', 'ATH-ANC27X', 'January 05, 2019']"
Maxell 190560 3.5mm L-plug Connector Earbud EB95 Dynamic Earbuds (Black),9SIAFJ86WT6988,78%,"1,687",4.92,,"['Brand ', 'Model ', 'Type ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Sensitivity ', 'Connector ', 'Ear Coupling ', 'Weight ', 'Features ', 'Date First Available ']","['Maxell', '190560', 'Earbud', '0.59"" Ferrite Driver', '20Hz-23KHz', '32 ohms', '95 dB/mW', '3.5mm L-plug', 'Earbud', '0.05', 'Lightweight design for extended useAnisotropic ferrite magnet drivers', 'August 16, 2020']"
Fuji Labs Sonique SQ203 Designer In-Ear Headphones with In-line Mic,N82E16826556024, , ,19.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Power Supply ', 'Sensitivity ', 'Connector ', 'Cord Length ', 'Microphone Sensitivity ', 'Features ', 'Date First Available ']","['Fuji Labs', 'AUFJ-SQWMS203BL', 'In-Ear', 'Blue', '10mm', '20Hz–20KHz', '16 ohms', '10 mW', '95 dB +/- 3dB', '3.5mm', '4.5 ft.', '-38 dB +/- 3dB', '10W powerful soundHigh-strength alloy shell with brush effectHigh-capacity polyer battery for long working time2.0 sound track for high acoustic fidelitySpecial hollow diaphragm facing downward', 'August 21, 2014']"
COWIN E7 Pro [2018 Upgraded] Active Noise Cancelling Headphone Bluetooth Headphones Microphone Hi-Fi Deep Bass Wireless Headphones Over Ear 30H Playtime Travel Work TV Computer Phone,9SIAHP27WJ4528,85%,233,79.99,"Product Feature Professional Active Noise Cancelling Technology. Significant noise reduction for travel, work and anywhere in between. Advanced active noise reduction technology quells airplane cabin noise, city traffic or a busy office, makes you focus on what you want to hear, enjoy your music, movies and videos. The noise cancellation function can work well both in wire and wireless mode Much Better Sound. Proprietary 45mm large-aperture drivers provide you with deep, accurate bass response. From 75dB to 85dB, the COWIN E7 PRO Active Noise Cancelling Over Ear headphones give you crisp, powerful sound and quiet that helps you enjoy your music better. The goal that provides Customers with better sound quality, is our constant pursuit Upgraded Soft Ear Cushions for Comfort with the Professional Protein Earpad and 90 Swiveling Earcups: This Bluetooth headphones are equipped with upgraded soft ear cushions, which not only make it much more durability and comfort, but also make customers enjoy this high-quality, Long-listen feast. And the Skin texture, lightweight comfortable around-ear fit you can wear all day long. Gentle Reminder: please take off the headphones every 2-3 hrs to get your ears relax Much Higher-quality Built-in Microphone and NFC Technology. COWIN E7 PRO provides high-quality built-in microphones for hands-free calls, Which is convenient for you to free yourself from wires. NFC pairing aided by voice prompts, promises quick and stable connection with your Bluetooth enabled devices, Powerful Bluetooth Function More Stable Battery Life. 30-hour playtime per full charge at Bluetooth mode. A built-in 800mAh battery won't allow your headphones power off, you can enjoy your world without noise for 30 hours' long time. Don't need to worry the power shortage problem on the long travel. 18-month warranty and quick response & friendly customer service. Note: The exclusive authorized seller is COWIN.Specifications Impedance: 16OS/N: =85dBFrequency: 20Hz-20kHzPower supply: Lithium battery or Micro USB cableAudio source: iPhone, iPad, Samgsung, Blackberry, Nexus, Smartphone, Computer, PC, Notebook, MP4, MP3, etcFunction spec: Bluetooth, Microphone, AUX, Active Noise Cancelling What's in the box COWIN E7 PRO Active Noise Cancelling Bluetooth Headphone Headphone Case Micro USB Cable 3.5 mm Audio Cable User Guide","['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Connector ', 'Cord Length ', 'Noise Cancelling ', 'Wireless Type ', 'Compatibility ', 'Date First Available ']","['COWIN', 'Upgrader Series', 'COWIN E7 PRO', 'Wireless', 'Black', '3.5mm/ USB', '< 3.0 feet', 'Active', 'Bluetooth', 'Universal', 'September 04, 2018']"
Fuji Labs Black FJ-IPOD-E3220-BKS 3.5mm Connector 2nd Generation Black Neodymium Acoustic Noise Isolation Earphone,9SIAA1G3NW1117,87%,190,8.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Sensitivity ', 'Connector ', 'Cord Length ', 'Weight ', 'Features ', 'Date First Available ']","['Fuji Labs', 'FJ-IPOD-E3220-BKS', 'Earbud', 'Black', 'Dia. 9mm, 6u sound membrane, NdFeB', '10Hz-20KHz', '16±15% Ohms', '103dB/1mW,1kHz', '3.5mm', '3.9 ft. (1.2 m)', '0.12 oz. (3.5 g) with cord / 0.09 oz. (2.5 g) without cord', 'The new-and-improved high energy neodymium magnets produce high resolution treble and mids with powerful bass for overall superb sound clarityHigh performance accessory for your iPod, iPhone, iPad, Zune HD, PSP, MP3/MP4 player or portable DVD playerUnlike the traditional wire jackets, the customized PU protective wire jacket provides additional protection to the copper wire from EMI and RFI for superior sound signal transfer, tangle resistance, and durabilityPremium gold-plated 3.5 mm connector shielded with signal stabilizer film for maximum signal transfer and corrosion resistance, which provides excellent audio transfer properties that deliver signal without compromising purity and balanceAcoustic Sealing Isolation technology to block the outside noiseTwo custom-designed pro-stereo speakersSupports pro stereo and 3D multi-channel surround soundsSpecial closed-type designSuper light, in-the-ear design with multiple sizes of soft silicon ear padsThe wire on the right side of the earbuds is longer to go around your neck.Including multiple size of pure silicon ear pads accommodate a full range of ears.', 'December 24, 2015']"
Fuji Labs AUFJ-PSQWTS306RE Sonique SQ306 Premium Pure Titanium In-Ear Headphones with In-line Mic,9SIAA1G8TV0308,87%,190,19.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Date First Available ']","['Fuji Labs', 'AUFJ-PSQWTS306RE', 'In-Ear', 'Red', 'February 25, 2019']"
Fuji Labs AUFJ-PSQWTS306BL 3.5mm Connector Sonique SQ306 Premium Pure Titanium In-Ear Headphones with In-line Mic,9SIAA1G8TV0301,87%,190,19.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Frequency Response ', 'Input Impedance ', 'Power Supply ', 'Sensitivity ', 'Connector ', 'Date First Available ']","['Fuji Labs', 'AUFJ-PSQWTS306BL', 'In-Ear', 'Blue', '10Hz-24KHz', '16 ohms', 'Max. Input Power: 10 mW', '106 dB/mW', '3.5mm', 'February 25, 2019']"
Fuji Labs AUFJ-PSQWTS306MG Sonique SQ306 Premium Pure Titanium In-Ear Headphones with In-line Mic,9SIAA1G8TV0318,87%,190,19.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Features ', 'Date First Available ']","['Fuji Labs', 'AUFJ-PSQWTS306MG', 'In-Ear', 'Green', 'JBL Professional Audio Sound with PureBass performanceCollapsible designDetachable cable with Apple 3-button mic/remote cable', 'February 25, 2019']"
Fuji Labs White AUFJ-PSQWTS306WH 2nd Gen Sonique SQ306 Premium Pure Titanium In-Ear Headphones with In-line Mic,9SIAA1G8TV0325,87%,190,19.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Features ', 'Date First Available ']","['Fuji Labs', 'AUFJ-PSQWTS306WH', 'In-Ear', 'White', 'High-strength aluminum alloy shell with brush effectA very dynamic sound stageClear Vocal and Full TrebleFast sound response2.0 sound track for high acoustic fidelityFlat tangle resistant cablesSpecial hollow diaphragm facing downwardMultimedia Extension via buttons', 'February 25, 2019']"
KOSS UR10 3.5mm Connector Portable Headphone,9SIA2DS3X55785,72%,43,9.99,,"['Brand ', 'Model ', 'Type ', 'Frequency Response ', 'THD ', 'Input Impedance ', 'Sensitivity ', 'Connector ', 'Cord Length ', 'Features ', 'Date First Available ']","['KOSS', 'UR10', 'On-Ear', '60-20,000 Hz', '<0.5%', '32 ohms', '94 dB SPL/1mW', '3.5mm', 'Straight, Single Entry, 4ft', 'Durable on-ear headphonesOver the head design with an adjustable headbandMaximum portability with a lightweight design4-foot cord and 3.5mm plug', 'March 15, 2016']"
Mee audio Silver  EP-M11J-SL-MEE  3.5mm  Connector In-Ear Headphones with Microphone Made with Swarovski Crystals,9SIA6ZPAFT4505, , ,$49.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Connector ', 'Cord Length ', 'Weight ', 'Microphone Frequency Response ', 'Features ', 'Package Contents ', 'Date First Available ']","['Mee audio', 'EP-M11J-SL-MEE', 'In-Ear', 'Silver', '7mm', '20Hz–20KHz', '16 ohms', '3.5mm', '47 inches (1.2m)', '0.4oz (11g)', '100Hz-10KHz', 'Chic and stylish earphones made with genuine Swarovski Crystals\t\t\tCompact and comfortable for petite ears \t\t\tFull-range sound is powerful, yet balanced\t\t\tIn-ear design blocks outside noise\t\t\tBuilt-in microphone and remote for phone calls and music playback\t\t\tPackaged in luxurious jewelry gift box to make the perfect gift\t\t\tIncludes jewelry pouch and six sets of eartips\t\t\t1 year manufacturer warranty', 'included accessories: eartips (6 pairs), shirt clip, carrying pouch', 'October 28, 2019']"
Mee audio Gold EP-M11J-GD-MEE 3.5mm Connector In-Ear Headphones with Microphone Made with Swarovski Crystals,9SIA6ZPAFT4506, , ,17.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Sensitivity ', 'Connector ', 'Cord Length ', 'Weight ', 'Microphone Frequency Response ', 'Features ', 'Package Contents ', 'Date First Available ']","['Mee audio', 'EP-M11J-GD-MEE', 'In-Ear', 'Gold', '7mm', '20Hz–20KHz', '16 ohms', '100 +/- 5 dB (1mW at 1KHZ)', '3.5mm', '47 inches (1.2m)', '0.4oz (11g)', '100Hz-10KHz', 'Chic and stylish earphones made with genuine Swarovski Crystals\t\t\tCompact and comfortable for petite ears \t\t\tFull-range sound is powerful, yet balanced\t\t\tIn-ear design blocks outside noise\t\t\tBuilt-in microphone and remote for phone calls and music playback\t\t\tPackaged in luxurious jewelry gift box to make the perfect gift\t\t\tIncludes jewelry pouch and six sets of eartips', 'Crystal In-Ear Headphones with Microphone6 sets of ear tipsVelveteen jewelry pouch1 shirt clipUser manual', 'October 28, 2019']"
Mee audio Turquoise Blue  EP-M11J-TQ-MEE  3.5mm  Connector In-Ear Headphones with Microphone Made with Swarovski Crystals,9SIAMW3BM06020,38%,58,$9.90,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Connector ', 'Cord Length ', 'Weight ', 'Microphone Frequency Response ', 'Features ', 'Package Contents ', 'Date First Available ']","['Mee audio', 'EP-M11J-TQ-MEE', 'In-Ear', 'Turquoise Blue', '7mm', '20Hz–20KHz', '16 ohms', '3.5mm', '47 inches (1.2m)', '0.4oz (11g)', '100Hz-10KHz', 'Chic and stylish earphones made with genuine Swarovski Crystals\t\t\tCompact and comfortable for petite ears \t\t\tFull-range sound is powerful, yet balanced\t\t\tIn-ear design blocks outside noise\t\t\tBuilt-in microphone and remote for phone calls and music playback\t\t\tPackaged in luxurious jewelry gift box to make the perfect gift\t\t\tIncludes jewelry pouch and six sets of eartips\t\t\t1 year manufacturer warranty', 'included accessories: eartips (6 pairs), shirt clip, carrying pouch', 'June 02, 2020']"
Mee audio Pink  EP-M11J-PK-MEE  3.5mm  Connector In-Ear Headphones with Microphone Made with Swarovski Crystals,9SIAMW3BM06448,38%,58,$9.90,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Connector ', 'Cord Length ', 'Weight ', 'Microphone Frequency Response ', 'Features ', 'Package Contents ', 'Date First Available ']","['Mee audio', 'EP-M11J-PK-MEE', 'In-Ear', 'Pink', '7mm', '20Hz–20KHz', '16 ohms', '3.5mm', '47 inches (1.2m)', '0.4oz (11g)', '100Hz-10KHz', 'Chic and stylish earphones made with genuine Swarovski Crystals\t\t\tCompact and comfortable for petite ears \t\t\tFull-range sound is powerful, yet balanced\t\t\tIn-ear design blocks outside noise\t\t\tBuilt-in microphone and remote for phone calls and music playback\t\t\tPackaged in luxurious jewelry gift box to make the perfect gift\t\t\tIncludes jewelry pouch and six sets of eartips\t\t\t1 year manufacturer warranty', 'included accessories: eartips (6 pairs), shirt clip, carrying pouch', 'June 02, 2020']"
Beats by Dr. Dre - Powerbeats Pro Totally Wireless Earphones - Black,9SIA4HM9KC8959,85%,240,219.99,,"['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Wireless Type ', 'Features ', 'Package Contents ', 'Date First Available ']","['Beats by Dr. Dre', 'Powerbeats Pro', 'MV6Y2LL/A', 'In-Ear', 'Black', 'Bluetooth', 'Totally wireless high-performance earphonesUp to 9 hours of listening time (more than 24 hours with charging case)Adjustable, secure-fit earhooks for lightweight comfort and stabilityReinforced design for sweat and water resistance during tough workoutsVolume and track controls on each earbud, voice capability, and Auto Play/PausePowerful, balanced sound with dynamic range and noise isolation""Hey Siri"" hands-free voice and improved connection speed via the Apple H1 headphone chipEarbuds connect independently via Class 1 Bluetooth for extended range and fewer dropoutsWith Fast Fuel, a 5-minute charge gives 1.5 hours of playback when battery is lowEnhanced phone call performance and call handling from either earbud', 'Powerbeats Pro Totally Wireless earphonesCharging caseEartips with four size optionsLightning to USB-A charging cableQuick start guideWarranty card', 'November 19, 2019']"
TCL SOCL100 Wired In-Ear Headphones with Mic - Ocean Blue,9SIAMS4B7Y1462,50%,2,9.99,,"['Brand ', 'Type ', 'Color ', 'Ear Coupling ', 'Date First Available ']","['TCL', 'Earbud', 'Blue', 'Binaural', 'March 26, 2020']"
TCL SOCL100 Wired In-Ear Headphones with Mic - Phantom Black,9SIAMS4B7Y0385,50%,2,9.99,,"['Brand ', 'Type ', 'Color ', 'Ear Coupling ', 'Date First Available ']","['TCL', 'Earbud', 'Black', 'Binaural', 'March 26, 2020']"
TCL SOCL100 Wired In-Ear Headphones with Mic - Sunset Orange,9SIAMS4B7Y1463,50%,2,9.99,"The SOCL series is perfect for those with an outgoing lifestyle who always look for the perfect way to identify themselves. With the SOCL vibrant color schemes, you’ll be sure to find one that fits your personality and mood. Our stereo headphones also feature an oval acoustic tube design for their ear caps which provides you with a comfortable and ergonomic fit that’s perfect to continuous and long usage - ensuring the party won't stop until you’re ready.","['Brand ', 'Type ', 'Color ', 'Ear Coupling ', 'Date First Available ']","['TCL', 'Earbud', 'Sunset Orange', 'Binaural', 'March 26, 2020']"
"COWIN E7 Pro Active Noise Cancelling Wireless Bluetooth Headphones with Microphone; Hi-Fi Deep Bass, Over Ear, 30H Playtime, for Travel, Work, TV, Computer, Phone - Black",9SIAHP28N89874,85%,233,89.99,"Product Feature Professional Active Noise Cancelling Technology. Significant noise reduction for travel, work and anywhere in between. Advanced active noise reduction technology quells airplane cabin noise, city traffic or a busy office, makes you focus on what you want to hear, enjoy your music, movies and videos. The noise cancellation function can work well both in wire and wireless mode Much Better Sound. Proprietary 45mm large-aperture drivers provide you with deep, accurate bass response. From 75dB to 85dB, the COWIN E7 PRO Active Noise Cancelling Over Ear headphones give you crisp, powerful sound and quiet that helps you enjoy your music better. The goal that provides Customers with better sound quality, is our constant pursuit Upgraded Soft Ear Cushions for Comfort with the Professional Protein Earpad and 90 Swiveling Earcups: This Bluetooth headphones are equipped with upgraded soft ear cushions, which not only make it much more durability and comfort, but also make customers enjoy this high-quality, Long-listen feast. And the Skin texture, lightweight comfortable around-ear fit you can wear all day long. Gentle Reminder: please take off the headphones every 2-3 hrs to get your ears relax Much Higher-quality Built-in Microphone and NFC Technology. COWIN E7 PRO provides high-quality built-in microphones for hands-free calls, Which is convenient for you to free yourself from wires. NFC pairing aided by voice prompts, promises quick and stable connection with your Bluetooth enabled devices, Powerful Bluetooth Function More Stable Battery Life. 30-hour playtime per full charge at Bluetooth mode. A built-in 800mAh battery won't allow your headphones power off, you can enjoy your world without noise for 30 hours' long time. Don't need to worry the power shortage problem on the long travel. 18-month warranty and quick response & friendly customer service. Note: The exclusive authorized seller is COWIN.Specifications Impedance: 16OS/N: =85dBFrequency: 20Hz-20kHzPower supply: Lithium battery or Micro USB cableAudio source: iPhone, iPad, Samgsung, Blackberry, Nexus, Smartphone, Computer, PC, Notebook, MP4, MP3, etcFunction spec: Bluetooth, Microphone, AUX, Active Noise Cancelling What's in the box COWIN E7 PRO Active Noise Cancelling Bluetooth Headphone Headphone Case Micro USB Cable 3.5 mm Audio Cable User Guide","['Brand ', 'Series ', 'Model ', 'Part ', 'Type ', 'Color ', 'Connector ', 'Cord Length ', 'Weight ', 'Noise Cancelling ', 'Wireless Type ', 'Operating Time ', 'Compatibility ', 'Option ', 'Date First Available ']","['COWIN', 'COWIN E7 PRO', 'COWIN E7 PRO', 'COWIN E7 PRO', 'Over the Ear', 'Pink', '3.5mm/ USB', '>10.0 feet', '0.87lb', 'Active', 'Bluetooth', '20-30 hours', 'Universal', 'Normal Edition', 'December 29, 2018']"
1MORE Piston Fit Bluetooth In-Ear Headphones (Earphones/Earbuds) with Apple iOS and Android Compatible Microphone and Remote,9SIAD81A151066, , ,27.99,"- FAST & STABLE- An optimized Bluetooth® 5 chipset enables faster transmission and a more stable connection during daily activities like exercising, working, or traveling. - TITANIUM COMPOSITE DYNAMIC DRIVER- A 10mm dynamic driver with a titanium composite diaphragm balances powerful bass and exquisite detail. It reproduces crystal clear sound in an ultra-compact design for enhanced efficiency. - PERFECTED ERGONOMICS- Lightweight earbuds with 45 ° oblique-angled nozzles naturally lay in your ear canals for a comfortable, secure fit during extended use. - WATER & SWEAT RESISTANT- IPX4 water resistance ensures long-lasting resilience under outdoor conditions and rigorous exercise. - MAGNETIC CLASPING EARPIECES- Magnetic rear earbud covers provide a necklace like shape for convenient storage around your neck when not in use.","['Brand ', 'Model ', 'Type ', 'Color ', 'Date First Available ']","['1MORE', 'E1028BT', 'In-Ear', 'Black', 'September 06, 2019']"
Jabra Evolve 65 UC Stereo Wireless Headset / Music Headphones,9SIA68FCAS0084,89%,320,143.00,"Engineered to multi-task, Evolve 65 is a wireless headset ideal for professionals who move around the office, but need to avoid interruptions. Connects to two Bluetooth products, includes an integrated busylight, and is certified for Skype for Business, Cisco, and more. Product Features Freedom to multi-task Hands-free, wireless connection for multi-tasking in the office Stay in the zone and avoid interruptions Integrated busylight notifies colleagues to avoid interruptions Always connected Dual Bluetooth® connectivity to two devices at the same time for calls and music. Flexibility to move up to 100ft/30m away from your connected device All-day comfort Hands-free, wireless connection for multi-tasking in the office Works with all leading UC platforms Certified for Skype for Business, Cisco, and more Freedom to multi-task, hands-free, wireless connection for multi-tasking in the office. Stay in the zone and avoid interruptions, integrated busylight notifies colleagues to avoid interruptions. Always connected, Dual Bluetooth® connectivity to two devices at the same time for calls and music. Flexibility to move up to 100ft/30m away from your connected device. Leather-feel ear cushions and around-the-ear design for all-day use. Works with all leading UC platforms, and certified for Skype for Business, Cisco, and more.","['Brand ', 'Type ', 'Connector ', 'Ear Coupling ', 'Wireless Type ', 'Operating Time ', 'Compatibility ', 'Features ', 'Package Contents ', 'Date First Available ']","['Jabra', 'Headset', 'USB', 'Binaural', 'Bluetooth', '10.0 (h)', 'Universal', 'Charge Time: 120m', 'Protective bag, USB dongle, Headset, User documents, USB cable', 'October 07, 2020']"
Replacement 1000mAh BAT1060 Battery for 3M C1060 & XT-1 Wireless Drive-Thru Intercom Headset,9SIA32W31A2117,93%,410,10.95,"Replacement 1000mAh BAT1060 Battery for 3M C1060 & XT-1 Wireless Drive-Thru Intercom Headset.•	Replacement for the following battery model/part numbers: BAT1060, CE-1060, CP-SN3M & CS-C1060SL.•	Compatible with the following headset models: 3M C1060 & 3M XT-1.•	3.7V 1000mAh 3.7Wh Lithium-ion Battery.•	1 Year Replacement Warranty. •	MPF Products® is a Registered Trademark.•	No memory effect: Battery can be charged or discharged as needed without loss of capacity.•	Overcharge protection, with built-in battery life microchip.•	All of our Batteries conform to ISO9001, RoHS and CE certification.","['Brand ', 'Model ', 'Part ', 'Type ', 'Date First Available ']","['3M', 'C1060 & XT-1 Headsets', 'BAT1060, CE-1060, CP-SN3M, CS-C1060SL.', 'Headset', 'March 26, 2019']"
Jabra BIZ 1500 QD Mono Corded Headset 1513-0157 for Desk Phones,0YH-01CU-00028, , ,59.99,"Jabra BIZ1900 Mono. Brand New Includes Two Year Warranty. . Product # 1983-820-105. aka BIZ 1920 . . The Jabra BIZ 1900 Mono features noise cancelling capabilities eliminating unwanted background noise. This headset delivers professional performance and exceptional value and comes with Quick Disconnect plug for immediate connectivity to a wide range of amplifiers and telephone. It increases agent productivity and performance and features 270 degree rotation that supports left and right wearing style.. . The BIZ 1900 Mono Headset features an Acoustic shock protection against sudden, loud noises which also protect user against sudden loud noises transmitted via the telephone network. It has a great sound quality with traditional narrowband phone systems. This headset is light in weight having sturdy design and is exceptionally durable with future proof design. . . BIZ 1900 Mono Headset","['Brand ', 'Model ', 'Type ', 'Weight ', 'Features ', 'Date First Available ']","['Jabra', '1513-0157', 'Headset', '3,10 (with cord), 1,69 (without cord) oz.', 'Great sound, with noise cancelling microphone and HD voice to deliver professional sounding callsRobust, entry-level design that is easy to use, with all essential featuresAll-day comfort, with foam cushions to keep ears cool and a flexible boom arm that safely rotates 270 degreesEasy to use, right out of the boxQuick Disconnect version for easy desk phone connectivity', 'July 05, 2017']"
Koss BDZ1 Two-Pack Earbud Headphones with Case,N82E16826263066, , ,10.99,"Jabra BIZ1900 Mono. Brand New Includes Two Year Warranty. . Product # 1983-820-105. aka BIZ 1920 . . The Jabra BIZ 1900 Mono features noise cancelling capabilities eliminating unwanted background noise. This headset delivers professional performance and exceptional value and comes with Quick Disconnect plug for immediate connectivity to a wide range of amplifiers and telephone. It increases agent productivity and performance and features 270 degree rotation that supports left and right wearing style.. . The BIZ 1900 Mono Headset features an Acoustic shock protection against sudden, loud noises which also protect user against sudden loud noises transmitted via the telephone network. It has a great sound quality with traditional narrowband phone systems. This headset is light in weight having sturdy design and is exceptionally durable with future proof design. . . BIZ 1900 Mono Headset","['Brand ', 'Model ', 'Type ', 'Frequency Response ', 'Ear Coupling ', 'Features ', 'Date First Available ']","['KOSS', 'TWINS', 'Earbud', '60Hz-20KHz', 'Earbud', 'Connectivity Technology: WiredWireless Technology: Not ApplicableOperating Distance: 48""Sound Mode: StereoEarpiece Design: EarbudEarpiece Type: Binaural', 'December 06, 2011']"
"2019 Upgraded, Anker Soundcore Liberty Neo True Wireless Earbuds, Pumping Bass, IPX7 Waterproof, Secure Fit, Bluetooth 5 Headphones, Stereo Calls, Noise Isolation, One Step Pairing, Sports, Work Out",9SIACCUC7E5735,91%,"1,697",44.99," True Wireless Earbuds for True Musical Freedom Liberty Neo true wireless earbuds are the embodiment of musical freedom. They boast our pioneering graphene-enhanced drivers that deliver a wider soundstage, intensified bass, exceptional accuracy, and crystal-clear clarity. The earbuds’ ultra-secure fit keeps them securely in place during your commute, while navigating city streets, or even when working up a sweat. And when you need to recharge, the mini charging case gives Liberty Neo a boost without being constrained by a power outlet and wires. Key Features Expertly Tuned Sound: Graphene drivers produce a wider sound stage with exceptional accuracy and clarity. Bass Up technology increases bass by up to 43%. Lightweight and Secure: Proprietary Grip Fit technology keeps your earbuds securely in position, while the ultra-lightweight 0.2 oz build ensures they’ ll never weigh you down. IPX7 Waterproof: Exclusive Sweat Guard protection creates a watertight barrier for your wireless earbuds against rain and sweat. Unbreakable Connectivity: A customized antenna and Bluetooth 5.0 work together to create an almost unbreakable link between your wireless earbuds and device. Built-In Microphone: For clear, hands-free calls. Key Specifications Audio Sensitivity: 97db SPL Frequency: 20Hz-20kHz THD+N: <= 1% Antenna Return Loss: Typical: -14dB Limit: -12dB Microphone: MEMS Omnidirectional Mic Audio Source: iPhone, iPad, Samsung, Blackberry, Nexus, Smartphone, Computer, PC, Notebook, MP4, MP3, etc. Proprietary Technology: Graphene-Enhanced Drivers, Bass Up, Sweat Guard, Exclusive Composite Diaphragm What’ s In The Box Soundcore Liberty Neo True Wireless Earbuds Mini Charging Case XS/S/M/L Ear Tips XS/S/M/L Ear Wings Anker Power Line Micro USB Cable User Manual 18-Month Warranty Note: If Liberty Neo doesn’ t immediately activate after removal from the case, hold the button on both sides for 1 second. If you want to use mono mode, please use the right earbud. How to recharge Liberty Neo after exercise: Clean with water to remove sweat from the earbuds. Dry completely before placing in the charging case, paying particular attention to the charging connection points. Charge with a 5V certified charger and cable.","['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'THD ', 'Input Impedance ', 'Power Supply ', 'Ear Coupling ', 'Noise Cancelling ', 'Wireless Type ', 'Operating Time ', 'Compatibility ', 'Features ', 'Date First Available ']","['Soundcore', 'Liberty Neo', 'A3911011b', 'Wireless', 'White', '6mm', '20Hz-20KHz', '<= 1%', '16 ohms', 'Charging case', 'Earbud', 'Yes', 'Bluetooth 5.0', '5 hours (Extra 15 hours with charging case)', 'Universal', 'Wider Soundstage; Exceptional Clarity; BassUp Technology; Lightweight Build; Exceptional Comfort; Rock-Solid Fit; Fully Sweatproof; Unbreakable Connectivity', 'October 12, 2020']"
