name,ne_ID,rating,num_of_rating,price,about,feat_labels,feat_values
Sennheiser HD 450BT Wireless Over Ear Noise Cancelling Headphones with Bluetooth 5.0 - Black,N82E16826106897, , ,$199.95,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Frequency Response ', 'THD ', 'Connector ', 'Ear Coupling ', 'Weight ', 'Noise Cancelling ', 'Wireless Type ', 'Battery ', 'Operating Time ', 'Microphone Frequency Response ', 'Compatibility ', 'Package Contents ', 'Date First Available ']","['Sennheiser', 'HD 450BT Black', 'Over the Ear', 'Black', '18Hz-22KHz (-10 dB)', '< 0.3% (1 kHz, 100 dB)', 'USB-C (Charging)', 'Circumaural', 'Approx. 238g (0.52 lb.)', 'Yes', 'Bluetooth Version: Bluetooth 5.0Audio codec: SBC, AAC, AptX, AptX Low LatencySupported Profiles: HSP, HFP, AVRCP, A2DP', 'Battery Specification: Built-in Lithium-Polymer rechargeable battery: 3.7 V, 600 mAhCharging time: Approx. 2 hours', '30 hours music playback via Bluetooth with ANC activated', '80Hz to 6KHz (-3 dB)', 'N/A', 'HD 450BT Wireless HeadphonesAudio CableUSB-C Charging CableCarry CaseQuick GuideSafety Guide', 'March 02, 2020']"
JBL Tune 700 BT Wireless Over-Ear Headphones (Black),12K-00CS-00129, , ,$79.95,,"['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Connector ', 'Compatibility ', 'Date First Available ']","['JBL', 'Tune 700', 'JBLT700BTBLKAM', 'Over the Ear', 'Black', 'Yes', 'N/A', 'March 13, 2020']"
Sennheiser MOMENTUM True Wireless 2 Active Noise Cancelling In-ear Headphones (White),N82E16826106899, , ,299.95,,"['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'THD ', 'Power Supply ', 'Sensitivity ', 'Connector ', 'Ear Coupling ', 'Noise Cancelling ', 'Wireless Type ', 'Battery ', 'Operating Time ', 'Microphone Frequency Response ', 'Compatibility ', 'Features ', 'Package Contents ', 'Date First Available ']","['Sennheiser', 'MOMENTUM True Wireless 2', 'M3IETW2 White', 'In-Ear', 'White', '7mm diameter dynamic', '5Hz-21KHz', '<0.08% (1kHz / 94dB)', '5V, 650 mA max, USB charging via USB-C socket at charging case', '107 dB SPL (1 kHz / 1 mW)', 'Yes', 'In-ear, closed acoustics', 'Single-Mic ANC per earbud side', 'Bluetooth 5.1', 'Built-in Lithium-Ion rechargeable batteries', 'Up to 7 hrs music playtime with earbuds. Up to 28 hrs overall music playtime with charging case.', '100Hz-10KHz', 'N/A', ""Delivers best possible listening experience at anytime7mm dynamic driver: Experience superior sound quality from audio specialist SennheiserBuilt-in equalizer: Personalizing your audio experienceANC & Transparent Hearing: Block out or listen to your surroundings - the choice is yoursSimplifies your life during the dayCustomizable touch controls: Let you define your personal interface for effortless controlSmart Pause: Don't miss any part of your favorite song with automatic play/pause featureVoice Assistant support: Interact at a touch with Google Assistant and Apple SiriDesigned for full day wearing7 + 21 hour playtime: Listen to music for up to 28 hours thanks to the charging caseImproved ergonomic design: Revel in sound it its smallest, most comfy formCraftsmanship: Quality that you expect from Sennheiser brandIPX4: Splash resistant design for all weather conditions"", 'MOMENTUM True Wireless 2 earbudsCharging caseUSB-C charging cableSilicone ear adapter sets (XS/S/M/L)', 'April 30, 2020']"
Beyerdynamic MMX 300 (718300) 2nd Generation Premium Gaming Headset (Closed),N82E16826380034, , ,299.00,,"['Brand ', 'Model ', 'Part ', 'Type ', 'Color ', 'Frequency Response ', 'Input Impedance ', 'Ear Coupling ', 'Features ', 'Option ', 'Date First Available ']","['Beyerdynamic', 'MMX 300', '718300', 'Over the Ear', 'Black', '5Hz-35KHz', '32 ohms', 'Circumaural', 'Closed headset with cable remote control - made in GermanyOptimum sound for gaming and multimedia applications on PC and consoleOutstanding speech intelligibility on account of high-quality microphone capsuleSuper soft microfibre ear pads for a comfortable fit allowing you to wear the headset for hours on endIncl. protective carry case, 6.35 mm jack adapter and 1.5 m Y-extension cable', 'In-Ear Wired', 'November 12, 2019']"
JBL JBLT110WHTAM Tune 110 In-Ear Headphones - White,0TH-001X-003R7, , ,12.95,,"['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Sensitivity ', 'Connector ', 'Cord Length ', 'Date First Available ']","['JBL', 'TUNE 110', 'JBLT110WHTAM', 'In-Ear', 'White', '9mm', '20Hz–20KHz', '16 ohms', '96 dB/mW', '3.5mm', '3.65 ft.', 'October 08, 2019']"
Maxell 190316 3.5mm Connector Supra-aural NB-201 Stereo Neckbands Headphone,9SIAFJ86WS6308,78%,"1,689",6.97,,"['Brand ', 'Model ', 'Type ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Sensitivity ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Weight ', 'Features ', 'Date First Available ']","['Maxell', '190316', 'Behind the Neck', '30mm', '16Hz-24KHz', '32 ohms', '100 dB +/- 3dB', '3.5mm', 'Supra-aural', '4 feet', '0.15', 'Ideal for portable CD/DVD/Mp3/iPod playersLightweight behind the head designSoft touch rubber cord', 'February 18, 2018']"
Sennheiser CX 350BT Black Canal Bluetooth Wireless In-Ear Headphone,N82E16826106895, , ,$99.95,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Frequency Response ', 'THD ', 'Input Impedance ', 'Connector ', 'Ear Coupling ', 'Weight ', 'Wireless Type ', 'Operating Time ', 'Package Contents ', 'Date First Available ']","['Sennheiser', 'CX 350BT Black', 'In-Ear', 'Black', '17Hz-20KHz (-10 dB)', '0.5% (1 kHz, 100 dB SPL)', '28 ohms', 'USB-C (Charging)', 'Canal', '13g', 'Bluetooth Version: 5.0Supported Profiles: A2DP, AVRCP, HSP, HFPCodecs: SBC, AAC, AptX, AptX Low Latency', 'Up to 10 hours (SBC)', 'CX 350BT earphonesEar adapter set (XS/S/M/L)USB-C charging cableQuick GuideSafety Guide', 'March 02, 2020']"
"JBL LIVE 500BT With Google, Alexa voice Bluetooth Over-Ear Headphones- Blue",0TH-02HP-00031, , ,$149.95,,"['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Power Supply ', 'Sensitivity ', 'Connector ', 'Weight ', 'Wireless Type ', 'Operating Time ', 'Features ', 'Package Contents ', 'Date First Available ']","['JBL', 'LIVE 500BT', 'JBLLIVE500BTBLUAM', 'Over the Ear', 'Blue', '50mm', '18Hz-20KHz', '32 ohms', 'Maximum input power: 15mW', 'Driver sensitivity at 1kHz/1mW: 108dB', 'Yes', '0.51 lb.', 'Bluetooth', 'Charging time: 2hrs from emptyMusic playtime with BT on: Up to 30 hours', 'JBL Signature SoundGet help from your voice assistantAmbient Aware and TalkThru Technology30 Hours Battery Life | 2 Hours Recharging Time15 minutes charging for 2 hours playtimeHands-free callsMulti-Point ConnectionPersoni-Fi AppComfort-fi t fabric headbandDetachable cable with remote & microphone', '1 x LIVE500BT1 x Aux Cable1 x Charging Cable1 x Warranty/Warning1 x QSG/Safety Sheet', 'May 30, 2019']"
JBL LIVE 650BTNC Wireless Over-Ear Noise-Cancelling Headphones - White,0TH-02HP-00032, , ,$199.95,,"['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Power Supply ', 'Sensitivity ', 'Weight ', 'Noise Cancelling ', 'Wireless Type ', 'Battery ', 'Operating Time ', 'Features ', 'Package Contents ', 'Date First Available ']","['JBL', 'LIVE 650BTNC', 'JBLLIVE650BTNCWAM', 'Over the Ear', 'White', '40mm', '20Hz–20KHz', '32 ohms', 'Maximum input power: 30mW', '100 dBSPL@1kHz/1mW', '249g (0.55 lb.)', 'Yes', 'Bluetooth version: Bluetooth 4.2Bluetooth profiles: HFP v1.6, A2DP V1.3, AVRCP V1.5', 'Polymer Li-ion Battery (3.7VDC, 700mAh)', 'Charging time: 2hrs from emptyMaximum music play time with ANC off (hours): 30.0Maximum music play time with ANC on (hours): 20.0', 'JBL Signature SoundGet help from your voice assistantPress play. Mute distractionsHands-free callsMulti-Point ConnectionComfort-fit fabric headbandPersoni-Fi App30 Hours battery life with ANC off and Speed ChargeKeep it safe when not in use', 'LIVE650BTNCAux CableCharging CableCarrying Pouch1 x Warranty/Warning1 x QSG/Safety Sheet', 'May 30, 2019']"
Philips UpBeat Bluetooth Wireless In-ear Headphones SHB3595BK - Black,N82E16826138365, , ,$39.99,,"['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Ear Coupling ', 'Wireless Type ', 'Operating Time ', 'Features ', 'Package Contents ', 'Date First Available ']","['PHILIPS', 'UpBeat', 'SHB3595BK', 'Wireless In-ear', 'Black', '8.6mm', 'Canal', 'Bluetooth 4.1', 'Up to 6 hours', 'ConnectivityMicrophone: Built-in microphoneBluetooth profiles: A2DP, Handsfree, HFP, HSP', 'Bluetooth headphones, 3 pairs of ear caps (small, medium and large)', 'November 12, 2019']"
Philips SHB2505BK/00 UpBeat True Wireless In-ear Headphones - Black,0TH-003M-002N3, , ,$59.99,,"['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Wireless Type ', 'Battery ', 'Operating Time ', 'Distance ', 'Features ', 'Package Contents ', 'Date First Available ']","['PHILIPS', 'UpBeat', 'SHB2505BK/00', 'In-Ear', 'Black', '6mm', '20Hz–20KHz', 'Bluetooth version: Bluetooth 5.0Bluetooth profiles: A2DP, AVRCP, Handsfree, HFP, HSP', 'Lithium-Ion', 'Music playtime: 3+9 hrStandby time: 60hrTalk time: 2.5hr', 'Up to 10m', ""Ready to go. Up to 20 hours play time.6 mm neodymium acoustic drivers. Great sound, punchy bassPortable charging case. Multiple charges in your pocketGet up to 20 hours play time and 14 hours talk timeMono mode for when you want to leave one ear freeFeels good. Looks good.Oval acoustic tube. Comfort and passive noise isolationSoft rubberized wing tips. Secure and comfortableEar-tip covers in small, medium, and large-for a perfect fitEasy pairing. Voice control.Built-in mic with echo cancellation for clear audioSmart pairing. Automatically find your Bluetooth deviceMulti-function button. Easily control music and callsA double button-press wakes your phone's voice assistant"", '3 sizes ear capsUSB charging cable', 'January 10, 2020']"
Bose Noise Cancelling Headphones 700 Smart with Voice Control - Limited Edition  - Soapstone - 794297-0400,N82E16826627091, , ,379.00,,"['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Date First Available ']","['Bose', 'Noise Cancelling Headphones 700', '794297-0400', 'Noise Cancelling', 'Soapstone', 'November 08, 2019']"
Bose Noise Cancelling Headphones 700-Smart with Voice Control - Black (794297-0100),N82E16826627089, , ,379.00,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Noise Cancelling ', 'Wireless Type ', 'Operating Time ', 'Distance ', 'Features ', 'Package Contents ', 'Date First Available ']","['Bose', '794297-0100', 'Noise Cancelling', 'Triple Black', 'Active', 'Bluetooth', 'Battery charging time: Up to 2.5 hoursQuick charge time: 15 min for 3.5 hoursBattery life: Up to 20 hours', 'Bluetooth range: Up to 33 ft. (10 m)', ""Augmented headphones. Now a reality.Bose Noise Cancelling Headphones 700 deliver everything you expect - and things you never imagined possible. Think of them as smart headphones that let you keep your head up to the world with easy access to voice assistants. Or confidently take a call with the most powerful microphone system for voice pickup. And then there's Bose AR, a first-of-its-kind audio augmented reality platform that makes astonishing new audio experiences possible.An adaptive mic system for superior voice pickupBose Headphones 700 feature an unrivaled four-microphone system that picks up and isolates your voice while cancelling the noise around you. You'll hear and be heard like never before - even in noisy environments.Need answers Just ask.Our wireless headphones are optimized for the Google Assistant and Amazon Alexa, so you can choose the right service for you in the Bose Music app. To activate your voice assistant, just press a button on the right earcup.Hear the world around you. On your terms.With Bose Headphones 700, we've even improved on what we're most known for. You can now personalize your environment with 11 levels of noise cancellation. As you increase the noise cancellation, you incrementally minimize the distractions you hear in loud places. Or, decrease it to the point where you hear the world as if you weren't wearing active noise cancelling headphones at all.For quick interruptions, press a button for Conversation Mode to pause the music and let surrounding noise in - perfect to quickly place a coffee order or chat with a coworker."", 'Bose Noise Cancelling Headphones 700Audio cableUSB charging cableCarrying caseQuick start guide', 'July 18, 2019']"
"Soundcore Anker Liberty Air True-Wireless Earphones with Charging Case, Bluetooth 5, 20 Hour Battery Life, Touch Control Earbuds, Graphene Enhanced Sound, Noise-Cancelling Microphones (Black)",9SIACCUAHR7380,91%,"1,703",69.99," Soundcore | Hear It. Feel It. A Brand Under Anker Innovations Advanced Audio The graphene-coated drivers eliminate distortion to produce sound with enhanced accuracy and outstanding clarity. Enjoy detailed highs, bright mids, and satisfyingly deep bass. Enhanced Voice Pick-Up Two built-in microphones with uplink noise cancellation filter out external noise to boost clarity and quality. Your voice sounds ultra-clear even when you're walking down a crowded city street or on a packed train to work. 5-Hour Playtime Anker charging technology delivers an industry-leading 5-hour playtime from a single charge. For a boost of power on-the-go, use the included charging case for up to 15 extra hours of use. Touch Control Built into Liberty Air's earbuds are discreet touchpads to allow you to play, pause, and skip music and answer calls with simple touch commands. Secure-Fit Liberty Air's in-ear design and multiple sizes of Ear Tips allow you to customize the fit of the earbuds. Crank up the comfort level and enjoy music and stereo calls with superior noise-isolation. One-Step Pairing After the initial set up, simply take Liberty Air out of the charging case and they'll instantly connect to your device. Bluetooth 5.0 The latest Bluetooth technology ensures an ultra-stable connection for skip-free music. Voice Assistant Use the touchpad on Liberty Air's left earbud to wake up your phone's voice assistant. Water-Resistant Liberty Air's earbuds are IPX5-rated for effective protection against liquids. What You Get: Liberty Air true-wireless earbuds, charging case, XS/S/M/L Ear Tips, 60 cm micro USB cable, user manual, 18-month warranty, and friendly customer service.  ","['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Ear Coupling ', 'Weight ', 'Noise Cancelling ', 'Wireless Type ', 'Operating Time ', 'Compatibility ', 'Features ', 'Package Contents ', 'Option ', 'Date First Available ']","['Soundcore', 'Liberty', 'Liberty Air', 'Wireless', 'Black', 'Earbud', '2.08 ounces', 'Yes', 'Bluetooth', '5 hours(20 hours with charging case)', 'Universal', 'PUSH AND GO technology, touch control', 'Liberty Air true-wireless earphones, charging case, XS/S/M/L/XL EarTips, 60 cm micro USB cable, user manual', 'Truly Wireless', 'November 06, 2019']"
Philips SHB3175BK BASS+ Wireless Bluetooth Closed-Back Over-Ear Headphones with Mic - Black,N82E16826138356, , ,$59.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Power Supply ', 'Sensitivity ', 'Wireless Type ', 'Operating Time ', 'Distance ', 'Features ', 'Date First Available ']","['PHILIPS', 'SHB3175BK/00', 'Over the Ear', 'Black', '40mm', '8Hz-21.5KHz', '32 ohms', 'Maximum power input: 40 mW', '104 dB/mW', 'Bluetooth 4.1', 'Music playtime: 12 hrsStandby time: 166 hrsTalk time: 12 hrs', 'Maximum range: Up to 10m', ""40mm Neodymium speakers that produce big bold bass.Great fit for everyone. A swivel earshells design and adjustable headband makes it a great fit for everyone.Big, bold bass that you can feel. Powerful bass to upgrade your listening enjoyment. Don't get fooled by its sleek design as the specially designed bass vent and specially tuned drivers produces ultra-low end frequencies that gives the headphones the unique Bass+ sound signature. Separate acoustic volume is used to make sure high consistency bass performance in every production.Bluetooth wireless technology. Easily pair your headphones with any Bluetooth device for wireless music.Control calls, music and volume with ear-shell switches. Button controls on the right ear shell enable you to control music and calls with a press.Folds into a compact form for easy storing and carrying. The unique compact fold design gives you the best experience on the go. The headphones can be either flat fold or compact fold for easy portability and easy storage.Great sound isolation. Closed type acoustics blocking out ambient noise and providing better sound.USB charging cable. The included USB charging cable makes it easy to keep your headphones powered up when you need them.Rechargeable battery offers up to 12 hours of playtime. With 12 hours of playtime, you'll have enough power to keep your music going all day.Convenient hands-free calling with mic and Bluetooth 4.1.Soft ear cushions for long-wearing comfort. Soft, breathable ear cushions provide great comfort over long listening sessions."", 'August 21, 2020']"
Bose SoundLink Around-Ear Wireless Headphones II - Black,N82E16826627051, , ,229.00,,"['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Weight ', 'Wireless Type ', 'Battery ', 'Operating Time ', 'Distance ', 'Features ', 'Package Contents ', 'Date First Available ']","['Bose', 'SoundLink Around-Ear Wireless Headphones II', '741158-0010', 'Over the Ear', 'Black', '0.44 lb. (7.0 oz)', 'Bluetooth', 'Rechargeable, non-replaceable lithium-ion polymerCharging time: 3 hours for full charge', 'Charging time: 3 hours full charge = 15 hours play time (15 minute quick charge = 2 hours play time)', 'Up to 30 feet (9 m) from device', 'Best-in-class audio performance with deep, immersive sound at all volumes Simple to pair with voice prompts for NFC devices Noise-rejecting dual microphone for clear calls Comfortable, lightweight and durable Up to 15 hours play time with rechargeable battery  Includes matching carrying case', 'SoundLink around-ear wireless headphones IIUSB charging cableBackup audio cableCarry case', 'September 10, 2015']"
